Brand,Mftr Code,Description,Dove Code,RRP,Price,Qty,Category 1,Category 2,Category 3,Image URL,Product URL
"Genius","NX-7015 SILVER","Genius NX-7015 Anywhere Wireless Mouse Silver","IM172S",29.99,10.90,21,"Mice","","","http://www.dove.co.nz/images/products/14555-381219.jpg","http://www.dove.co.nz/jump/14555"
"Genius","NX-9000BT","Genius NX-9000BT Rechargeable Bluetooth Anywhere Mouse - Iron Grey","IM185",44.90,24.00,21,"Mice","","","http://www.dove.co.nz/images/products/16191-3101610.jpg","http://www.dove.co.nz/jump/16191"
"Logitech","910-001795","Logitech M90 USB Wired Full Size Mouse","IM5009",24.90,11.20,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/7800-5116410.jpg","http://www.dove.co.nz/jump/7800"
"Logitech","910-002920","Logitech M105 USB Mouse - Black","IM5010",29.90,15.30,21,"Mice","","","http://www.dove.co.nz/images/products/8497-3916410.jpg","http://www.dove.co.nz/jump/8497"
"Logitech","910-000816","Logitech Trackman Marble","IM5020",69.90,39.50,21,"Mice","","","http://www.dove.co.nz/images/products/5565-4816410.jpg","http://www.dove.co.nz/jump/5565"
"Logitech","910-005180","Logitech MX Ergo Wireless Trackball ","IM5022",169.90,98.30,21,"Mice","","","http://www.dove.co.nz/images/products/16178-39111310.jpg","http://www.dove.co.nz/jump/16178"
"Logitech","910-001799","Logitech M570 Wireless Trackball","IM5026",99.90,58.10,21,"Mice","","","http://www.dove.co.nz/images/products/7107-5716410.jpg","http://www.dove.co.nz/jump/7107"
"Logitech","910-002255","Logitech M185 USB Wireless Compact Mouse - Dark Grey","IM5101",34.90,18.40,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/7914-18161010.jpg","http://www.dove.co.nz/jump/7914"
"Logitech","910-002325","Logitech M325 USB Wireless Compact Mouse - Grey","IM5106",54.90,32.70,13,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/14764-36161010.jpg","http://www.dove.co.nz/jump/14764"
"Logitech","910-002151","Logitech M325 USB Wireless Compact Mouse - Dark Grey","IM5106K",54.90,32.70,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/7915-34161010.jpg","http://www.dove.co.nz/jump/7915"
"Logitech","910-001963","Logitech M705 Marathon USB Wireless Laser Mouse","IM5118",109.90,66.00,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/6025-41161010.jpg","http://www.dove.co.nz/jump/6025"
"Logitech","910-003884","Logitech M560 USB Wireless Full Size Mouse","IM5123",79.90,45.80,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/10778-48161010.jpg","http://www.dove.co.nz/jump/10778"
"Logitech","910-005142","Logitech MX Master 2S USB Wireless/Bluetooth Full Size Mouse Black","IM5130",169.90,98.60,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/16040-212119.jpg","http://www.dove.co.nz/jump/16040"
"Logitech","910-003960","Logitech M557 Bluetooth Wireless Mouse - Dark Grey","IM5131",64.90,39.60,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/11063-461694.jpg","http://www.dove.co.nz/jump/11063"
"Logitech","910-003961","Logitech M557 Bluetooth Wireless Mouse - White","IM5132",64.90,39.60,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/11068-1010104.jpg","http://www.dove.co.nz/jump/11068"
"Logitech","910-005117","Logitech M585 Bluetooth & Wireless Mouse w/ Flow","IM5134",79.90,45.90,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/15781-3815136.jpg","http://www.dove.co.nz/jump/15781"
"Logitech","910-004070","Logitech G402 Hyperion Fury USB Wired Gaming Mouse","IM5163",99.90,55.10,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/11525-314317.jpg","http://www.dove.co.nz/jump/11525"
"Logitech","910-004210","Logitech G302 Daedalus Prime USB MOBA Gaming Mouse","IM5164",89.90,47.00,15,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/11789-33101110.jpg","http://www.dove.co.nz/jump/11789"
"Logitech","910-005371","Logitech M187 USB Wireless Mini Mouse - Black","IM5166",34.90,18.40,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/14765-49101110.jpg","http://www.dove.co.nz/jump/14765"
"Logitech","910-005380","Logitech M187 USB Wireless Mini Mouse - White","IM5167",34.90,18.40,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/10444-52101110.jpg","http://www.dove.co.nz/jump/10444"
"Logitech","910-003988","Logitech M310T USB Wireless Full Size Mouse - Silver","IM5168",54.90,33.00,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/10700-16111110.jpg","http://www.dove.co.nz/jump/10700"
"Logitech","910-004295","Logitech M280 USB Wireless Full Size Mouse - Black","IM5169",44.90,24.30,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/11855-57111110.jpg","http://www.dove.co.nz/jump/11855"
"Logitech","910-002502","Logitech M185 USB Wireless Compact Mouse - Blue","IM5172",34.90,18.40,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/12712-20161010.jpg","http://www.dove.co.nz/jump/12712"
"Logitech","910-002503","Logitech M185 USB Wireless Compact Mouse - Red","IM5173",34.90,18.40,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/12713-22161010.jpg","http://www.dove.co.nz/jump/12713"
"Logitech","910-004656","Logitech M171 USB Wireless Mouse - Blue","IM5174B",29.90,15.30,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/13338-18121110.jpg","http://www.dove.co.nz/jump/13338"
"Logitech","910-004655","Logitech M171 USB Wireless Mouse - Black","IM5174K",29.90,15.30,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/13339-22121110.jpg","http://www.dove.co.nz/jump/13339"
"Logitech","910-004657","Logitech M171 USB Wireless Mouse - Red","IM5174R",29.90,15.30,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/13340-26121110.jpg","http://www.dove.co.nz/jump/13340"
"Logitech","910-004914","Logitech M331 Silent Plus USB Wireless Mouse","IM5178",44.90,23.00,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/15034-37132012.jpg","http://www.dove.co.nz/jump/15034"
"Logitech","910-005203","Logitech Wireless M590 Silent Bluetooth & Wireless Mouse w/Flow","IM5179",84.90,45.90,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/16179-58111310.jpg","http://www.dove.co.nz/jump/16179"
"Logitech","910-005156","Logitech MX Anywhere 2S Bluetooth & Wireless Mouse w/ Flow","IM5180",149.90,82.90,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/16181-55121310.jpg","http://www.dove.co.nz/jump/16181"
"Logitech","910-004916","Logitech M331 Silent Plus USB Wireless Red","IM5182",44.90,23.00,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/15817-410276.jpg","http://www.dove.co.nz/jump/15817"
"Logitech","910-004882","Logitech M221 Silent Wireless Mouse Black","IM5184K",34.90,18.40,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/15818-3610276.jpg","http://www.dove.co.nz/jump/15818"
"Logitech","910-004883","Logitech M221 Silent Wireless Mouse Blue","IM5184L",34.90,18.40,21,"Mice","Notebook Accessories","","http://www.dove.co.nz/images/products/15819-3810276.jpg","http://www.dove.co.nz/jump/15819"
"Logitech","910-005472","Logitech G502 Hero USB Wired Tunable Gaming Mouse","IM5207",129.90,88.00,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/19248-199810.jpg","http://www.dove.co.nz/jump/19248"
"Logitech","910-004826","Logitech G403 Prodigy Gaming USB Wired Mouse","IM5208",109.90,64.50,0,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/14597-25989.jpg","http://www.dove.co.nz/jump/14597"
"Logitech","910-005103","Logitech G603 LIGHTSPEED Wireless Gaming Mouse","IM5216",129.90,79.00,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/16011-23919.jpg","http://www.dove.co.nz/jump/16011"
"Logitech","910-005095","Logitech G703 Lightspeed Wireless Gaming Mouse","IM5219",169.90,99.00,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/15998-1411288.jpg","http://www.dove.co.nz/jump/15998"
"Logitech","910-005274","Logitech G Pro Wireless Gaming Mouse","IM5223",279.90,196.00,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/19125-3113249.jpg","http://www.dove.co.nz/jump/19125"
"Logitech","910-005442","Logitech G Pro Hero Gaming Mouse","IM5224",109.90,69.00,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/19126-4213249.jpg","http://www.dove.co.nz/jump/19126"
"Logitech","910-005087","Logitech G903 LIGHTSPEED Wireless Gaming Mouse","IM5228",279.90,164.40,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/15997-5810288.jpg","http://www.dove.co.nz/jump/15997"
"Logitech","943-000046","Logitech G240 Gaming Mouse Mat","IM5303",34.90,19.60,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/10442-24101312.jpg","http://www.dove.co.nz/jump/10442"
"Logitech","943-000052","Logitech G440 Gaming Mouse Mat","IM5304",54.90,31.80,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/10440-32101312.jpg","http://www.dove.co.nz/jump/10440"
"Logitech","943-000061","Logitech G640 Gaming Mouse Mat","IM5306",54.90,32.10,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/14991-37101312.jpg","http://www.dove.co.nz/jump/14991"
"Logitech","943-000164","Logitech POWERPLAY Wireless Charging System Mousemat","IM5307",239.90,159.90,21,"Mice","Gaming Peripherals","","http://www.dove.co.nz/images/products/15996-2310288.jpg","http://www.dove.co.nz/jump/15996"
"Genius","NUMPAD I130","Genius Numpad I130 Wired USB Numeric Keypad","IN103",24.90,11.50,21,"Keyboards","","","http://www.dove.co.nz/images/products/16039-4411119.jpg","http://www.dove.co.nz/jump/16039"
"Logitech","910-003508","Logitech R700 Professional Wireless Presenter","IO0507",129.90,78.80,11,"Notebook Accessories","Mice","","http://www.dove.co.nz/images/products/8913-451018.jpg","http://www.dove.co.nz/jump/8913"
"Logitech","910-004863","Logitech Spotlight Presentation Remote Slate","IO0509",219.90,132.10,21,"Notebook Accessories","Mice","","http://www.dove.co.nz/images/products/15747-231576.jpg","http://www.dove.co.nz/jump/15747"
"Logitech","910-005388","Logitech R500 Laser Presentation Remote","IO0511",79.90,49.80,19,"Notebook Accessories","Mice","","http://www.dove.co.nz/images/products/18853-259286.jpg","http://www.dove.co.nz/jump/18853"
"Digitus","64216","Ednet Mouse Pad Neoprene Black","IO153",6.00,2.50,5,"Mice","","","http://www.dove.co.nz/images/products/14831-30152610.jpg","http://www.dove.co.nz/jump/14831"
"Digitus","64222","Ednet Gel Wrist Rest for Keyboard Blue","IO155",15.00,9.00,21,"Keyboards","","","http://www.dove.co.nz/images/products/12355-3513207.jpg","http://www.dove.co.nz/jump/12355"
"Digitus","64230","Ednet Gel Wrist Rest for Keyboard Black","IO156",14.99,9.50,21,"Keyboards","","","http://www.dove.co.nz/images/products/4775-3710910.jpg","http://www.dove.co.nz/jump/4775"
"Digitus","64218","Ednet Mouse Pad with Gel Wrist Rest - Blue","IO158",15.00,7.00,21,"Mice","","","http://www.dove.co.nz/images/products/14108-4710226.jpg","http://www.dove.co.nz/jump/14108"
"Digitus","64020","Ednet Mouse Pad with Gel Wrist Rest - Black","IO159",15.00,7.00,21,"Mice","","","http://www.dove.co.nz/images/products/18944-4610277.jpg","http://www.dove.co.nz/jump/18944"
"Canon","LIDE120","Canon LIDE 120 A4 Colour Flatbed Scanner","IO312",199.00,122.00,0,"Scanners - Flatbed","","","http://www.dove.co.nz/images/products/11813-5092411.jpg","http://www.dove.co.nz/jump/11813"
"Canon","LIDE220","Canon LIDE 220 A4 Colour Flatbed Scanner","IO323",229.00,139.00,3,"Scanners - Flatbed","","","http://www.dove.co.nz/images/products/11810-59121911.jpg","http://www.dove.co.nz/jump/11810"
"Logitech","940-000112","Logitech F310 PC Gamepad Controller","IO5015",44.90,25.00,21,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/7299-23131110.jpg","http://www.dove.co.nz/jump/7299"
"Logitech","940-000119","Logitech F710 USB Wireless PC Gamepad Controller","IO5018",89.90,50.00,21,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/8050-45131110.jpg","http://www.dove.co.nz/jump/8050"
"Logitech","942-000008","Logitech Extreme 3D Pro USB PC Joystick","IO5105",79.90,41.00,21,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/5766-22141110.jpg","http://www.dove.co.nz/jump/5766"
"Logitech","941-000132","Logitech Driving Force Shifter for G29 and G920","IO5230",89.90,52.60,21,"Gaming Peripherals","Xmas Ideas","","http://www.dove.co.nz/images/products/12406-49141110.jpg","http://www.dove.co.nz/jump/12406"
"Logitech","941-000126","Logitech G920 Driving Force Racing Wheel for Xbox One and PC","IO5234",549.90,331.00,21,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/12407-53141110.jpg","http://www.dove.co.nz/jump/12407"
"Logitech","941-000115","Logitech G29 Driving Force Racing Wheel for PS4 and PS3","IO5241",549.90,331.00,21,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/12408-6151110.jpg","http://www.dove.co.nz/jump/12408"
"Logitech","945-000025","Logitech X52 Flight Control System","IO5600",249.90,176.60,21,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15732-50876.jpg","http://www.dove.co.nz/jump/15732"
"Logitech","945-000022","Logitech X52 Pro Flight Control System","IO5602",349.90,247.60,16,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15733-5976.jpg","http://www.dove.co.nz/jump/15733"
"Logitech","945-000058","Logitech G Pro Flight Control System X56 Rhino","IO5605",449.90,318.50,20,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/16914-5082011.jpg","http://www.dove.co.nz/jump/16914"
"Logitech","945-000026","Logitech G Heavy Equpment Bundle","IO5606",499.90,354.60,1,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15731-541666.jpg","http://www.dove.co.nz/jump/15731"
"Logitech","945-000031","Logitech G Heavy Equipment Side Panel","IO5671",299.90,212.70,6,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15730-311666.jpg","http://www.dove.co.nz/jump/15730"
"Logitech","945-000023","Logitech PRO Flight Yoke System","IO5672",269.90,191.10,0,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15735-26976.jpg","http://www.dove.co.nz/jump/15735"
"Logitech","945-000024","Logitech PRO Flight Rudder Pedals","IO5673",249.90,176.70,2,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15736-35976.jpg","http://www.dove.co.nz/jump/15736"
"Logitech","945-000027","Logitech Pro Flight Instrument Panel","IO5674",269.90,189.90,21,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15737-441076.jpg","http://www.dove.co.nz/jump/15737"
"Logitech","945-000030","Logitech Pro Flight Switch Panel","IO5675",149.90,105.80,21,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15738-541076.jpg","http://www.dove.co.nz/jump/15738"
"Logitech","945-000029","Logitech Pro Flight Radio Panel","IO5676",229.90,162.30,21,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15739-11176.jpg","http://www.dove.co.nz/jump/15739"
"Logitech","945-000028","Logitech Pro Flight Multi Panel","IO5677",229.90,162.30,19,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15740-191176.jpg","http://www.dove.co.nz/jump/15740"
"Logitech","945-000032","Logitech PRO Flight Throttle Quadrant","IO5678",99.90,70.90,13,"Gaming Peripherals","","","http://www.dove.co.nz/images/products/15741-171376.jpg","http://www.dove.co.nz/jump/15741"
"Divio","NDR352P","DivioTec NDR352P 3MP Vandalproof Outdoor Dome IP Camera","IO6011",1149.00,697.00,1,"IP Security","","","http://www.dove.co.nz/images/products/12160-1212204.jpg","http://www.dove.co.nz/jump/12160"
"Divio","NBR123P","DivioTec NBR123P Bullet IP Camera IP66 Weatherproof Full HD 30FPS","IO6023",349.00,220.00,0,"IP Security","","","http://www.dove.co.nz/images/products/17537-3101312.jpg","http://www.dove.co.nz/jump/17537"
"Logitech","980-000744","Logitech P710e Mobile Speakerphone","IP5740",329.90,169.00,0,"iPad / iPhone Accessory","Tablet & Smartphone Accessory","","http://www.dove.co.nz/images/products/10701-22142111.jpg","http://www.dove.co.nz/jump/10701"
"Verbatim","41645","Verbatim Multimedia Headset with Volume Control","IP701",14.95,8.40,21,"Headset / Microphone","","","http://www.dove.co.nz/images/products/12343-1213157.jpg","http://www.dove.co.nz/jump/12343"
"Verbatim","65066","Verbatim Stereo Headphone Classic - Black","IP724",24.95,14.00,19,"Headset / Microphone","","","http://www.dove.co.nz/images/products/15332-29141611.jpg","http://www.dove.co.nz/jump/15332"
"Verbatim","65068","Verbatim Stereo Headphone Classic - Blue","IP726",24.95,14.00,21,"Headset / Microphone","","","http://www.dove.co.nz/images/products/16886-29141611.jpg","http://www.dove.co.nz/jump/16886"
"Verbatim","65483","Verbatim Urban Sound Volume - Limiting Kids Headphones - Blue/Black","IP734",24.99,13.50,21,"Headset / Microphone","","","http://www.dove.co.nz/images/products/19408-48161511.jpg","http://www.dove.co.nz/jump/19408"
"Verbatim","65482","Verbatim Urban Sound Volume - Limiting Kids Headphones - Black/Red","IP741",24.99,13.50,18,"Headset / Microphone","","","http://www.dove.co.nz/images/products/19486-511712.jpg","http://www.dove.co.nz/jump/19486"
"Verbatim","65484","Verbatim Urban Sound Volume - Limiting Kids Headphones - Purple/Pink","IP748",24.99,13.50,19,"Headset / Microphone","","","http://www.dove.co.nz/images/products/19487-711712.jpg","http://www.dove.co.nz/jump/19487"
"Genius","32200223101","Genius FaceCam 1000X HD Webcam","IW341",29.99,17.50,11,"Web Cameras","","","http://www.dove.co.nz/images/products/15042-14132112.jpg","http://www.dove.co.nz/jump/15042"
"Genius","WIDECAM F100","Genius Widecam F100 120 Degree Wide Angle Webcam","IW345",79.99,47.00,0,"Web Cameras","","","http://www.dove.co.nz/images/products/19520-2191412.jpg","http://www.dove.co.nz/jump/19520"
"Kyocera","P2040DN","Kyocera ECOSYS P2040dn 40ppm Mono Laser Printer (2.1c per pg)","KC1381",372.60,256.00,21,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15286-169311.jpg","http://www.dove.co.nz/jump/15286"
"Kyocera","P2040DW","Kyocera ECOSYS P2040dw Wireless 40ppm Mono Laser Printer (2.1c per pg)","KC1385",409.40,281.00,15,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15287-249311.jpg","http://www.dove.co.nz/jump/15287"
"Kyocera","P2235DN","Kyocera ECOSYS P2235dn 35ppm Mono Laser Printer (4.3c per pg)","KC1390",312.80,215.00,9,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15288-479311.jpg","http://www.dove.co.nz/jump/15288"
"Kyocera","P2235DW","Kyocera ECOSYS P2235dw 35ppm Wireless Mono Laser Printer (4.3c per pg)","KC1392",348.45,239.00,0,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15289-529311.jpg","http://www.dove.co.nz/jump/15289"
"Kyocera","PF-1100","Kyocera PF1100 250 Sheet Paper Feeder","KC1399",297.85,205.00,10,"Kyocera Printer & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/15384-5212282.jpg","http://www.dove.co.nz/jump/15384"
"Kyocera","PF320","Kyocera PF-320 500 Sheet Paper Feeder","KC2255",493.35,339.00,2,"Kyocera Printer & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/9365-71067.jpg","http://www.dove.co.nz/jump/9365"
"Kyocera","PT320","Kyocera PT-320 250 Sheet Paper Feeder","KC2261",67.95,47.00,0,"Kyocera Printer & Accessories","Printer Accessories","","","http://www.dove.co.nz/jump/0"
"Kyocera","P3045DN","Kyocera ECOSYS P3045DN 45ppm Mono Laser Printer (1.27c per pg)","KC2443",1045.35,718.00,4,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15558-5211244.jpg","http://www.dove.co.nz/jump/15558"
"Kyocera","P3050DN","Kyocera ECOSYS P3050DN 50ppm Mono Laser Printer (1.2c per pg)","KC2444",1263.85,868.00,3,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15559-5711244.jpg","http://www.dove.co.nz/jump/15559"
"Kyocera","P3055DN","Kyocera ECOSYS P3055DN 55ppm Mono Laser Printer (0.84 per pg)","KC2445",1585.85,1089.00,0,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15548-598204.jpg","http://www.dove.co.nz/jump/15548"
"Kyocera","P3060DN","Kyocera ECOSYS P3060DN 60ppm Mono Laser Printer (0.84 per pg)","KC2446",1919.35,1318.00,1,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15549-39204.jpg","http://www.dove.co.nz/jump/15549"
"Kyocera","IB23","Kyocera IB23 Network Card","KC2451B",288.85,149.00,0,"Kyocera Printer & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/4348-181167.jpg","http://www.dove.co.nz/jump/4348"
"Kyocera","IB51","Kyocera IB51 Wireless Network Card","KC2452",559.00,324.00,0,"Kyocera Printer & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/4348-181167.jpg","http://www.dove.co.nz/jump/4348"
"Kyocera","IB-50","Kyocera IB50 Gigabit Ethernet Card","KC2457",631.35,318.00,0,"Kyocera Printer & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/4348-181167.jpg","http://www.dove.co.nz/jump/4348"
"Kyocera","IB36","Kyocera IB36 Wireless Lan with Wi-Fi Direct","KC2459",208.15,143.00,0,"Kyocera Printer & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/4348-181167.jpg","http://www.dove.co.nz/jump/4348"
"Kyocera","P4040DN","Kyocera ECOSYS P4040dn 40ppm A3 Mono Laser Printer (1.4c per pg)","KC3056",2873.85,1974.00,0,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/12348-2915127.jpg","http://www.dove.co.nz/jump/12348"
"Kyocera","PF-4100","Kyocera PF-4100 500 Sheet Paper Feeder","KC3057",1091.35,749.00,1,"Kyocera Printer & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/14251-551067.jpg","http://www.dove.co.nz/jump/14251"
"Kyocera","P6230CDN","Kyocera Ecosys P6230cdn A4 Colour Laser Printer 30ppm (2.9c/14.4c)","KC4038",803.85,552.00,2,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/18694-249235.jpg","http://www.dove.co.nz/jump/18694"
"Kyocera","P6235CDN","Kyocera Ecosys P6235cdn A4 Colour Laser Printer 35ppm","KC4039",1091.35,749.00,0,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/18695-2916266.jpg","http://www.dove.co.nz/jump/18695"
"Kyocera","P7240CDN","Kyocera Ecosys P7240cdn A4 Colour Laser Printer 40ppm","KC4045",2126.35,1460.00,0,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/18720-1815255.jpg","http://www.dove.co.nz/jump/18720"
"Kyocera","P5021CDN","Kyocera ECOSYS P5021cdn 21ppm Colour Laser Printer (23.6c per clr pg)","KC4501",332.35,228.00,2,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/14772-3581210.jpg","http://www.dove.co.nz/jump/14772"
"Kyocera","P5021CDW","Kyocera ECOSYS P5021cdw 21ppm Colour Laser Pnt WiFi (23.6c per clr pg)","KC4502",401.35,276.00,1,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/14774-391210.jpg","http://www.dove.co.nz/jump/14774"
"Kyocera","P5026CDN","Kyocera ECOSYS P5026cdn 26ppm Colour Laser Printer (21.4c per clr pg)","KC4503",654.35,449.00,2,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/14776-1891210.jpg","http://www.dove.co.nz/jump/14776"
"Kyocera","P5026CDW","Kyocera ECOSYS P5026cdw 26ppm Colour Laser Pnt WiFi (21.4c per clr pg)","KC4504",723.35,497.00,1,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/14777-2391210.jpg","http://www.dove.co.nz/jump/14777"
"Kyocera","P8060CDN","Kyocera Ecosys P8060CDN A3 Colour Laser Printer 60ppm","KC4800",7416.35,5093.00,0,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/18721-5215255.jpg","http://www.dove.co.nz/jump/18721"
"Kyocera","M2040DN","Kyocera ECOSYS M2040dn 40ppm Mono MFC Laser Printer (1.9c per pg)","KC517",1048.80,720.00,0,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15290-1816311.jpg","http://www.dove.co.nz/jump/15290"
"Kyocera","M2540DN","Kyocera ECOSYS M2540dn 40ppm Mono MFC Laser Printer (1.9c per pg)","KC519",1113.90,779.00,0,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15291-3316311.jpg","http://www.dove.co.nz/jump/15291"
"Kyocera","M6230CIDN","Kyocera ECOSYS M6230cidn 30ppm Colour Laser Multifunction Printer","KC5206",1114.35,765.00,6,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/18766-511266.jpg","http://www.dove.co.nz/jump/18766"
"Kyocera","M2635DN","Kyocera ECOSYS M2635dn 35ppm Mono MFC Laser Printer (2.9c per pg)","KC521",642.85,441.00,1,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/15292-4316311.jpg","http://www.dove.co.nz/jump/15292"
"Kyocera","M6630CIDN","Kyocera ECOSYS M6630cidn 30ppm Colour Laser Multifunction Printer","KC5214",1298.35,892.00,1,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/18767-551266.jpg","http://www.dove.co.nz/jump/18767"
"Kyocera","M6535CIDN","Kyocera ECOSYS M6535cidn 35ppm Colour Laser MFC Pnt (12.9c per clr pg)","KC5218",2160.85,1484.00,1,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/13654-5410137.jpg","http://www.dove.co.nz/jump/13654"
"Kyocera","M6635CIDN","Kyocera ECOSYS M6635cidn 35ppm Colour Laser MFC Pnt (12.9c per clr pg)","KC5219",2160.85,1484.00,0,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/18899-3912127.jpg","http://www.dove.co.nz/jump/18899"
"Kyocera","M5521CDN","Kyocera ECOSYS M5521cdn 21ppm Colour MFC Laser Prnt (23.6c per clr pg)","KC5220",504.85,347.00,1,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/14778-4191210.jpg","http://www.dove.co.nz/jump/14778"
"Kyocera","M5521CDW","Kyocera ECOSYS M5521cdw 21ppm Colour MFC Laser WiFi (23.6c per clr pg)","KC5221",585.35,402.00,2,"Printers & MFC - Laser","Kyocera Printer & Accessories","","http://www.dove.co.nz/images/products/14779-4691210.jpg","http://www.dove.co.nz/jump/14779"
